STATE,CITY,US REGION,US DISTRICT,AIRPORT CODE(S),AIRPORT DISTANCE (MI),MONTH,DATES,EVENT NAME,EVENT TYPE,EVENT URL,EVENT DESC URL 1,EVENT DESC URL 2,ANNIV/START YEAR,REVIEWS 1,REVIEWS - SOCIAL,WHAT TO DO?,EVENT DESC (1 SC),GOOD 4 KIDS?,ADMISSION (FREE/FEE),FEE DETAIL,TICKET LINK 1,TICKET LINK 2,WEBSITE CALIBER,LOC ATTR 1 - FOOD,ATTR 1 URL,LOC ATTR 2 - LEARN,ATTR 2 URL,LOC ATTR 3 - ACTIVE,ATTR 3 URL,LOC ATTR 4 - ARTS,ATTR 4 URL,CVB Contact,TOWN FUN FACT,EVENT URL,1ST EVENT THEME,EVENT MONTH COUNT,SEASON,Outreach dates,Last contact,Committed for Partner Portal,Commitment Comments,EVENT CONTACT NAME,PRIMARY EVENT CONTACT INFO,EVENT CONTACT INFO,CREDENTIALS SENT?,FOLLOW UP TO CREDENTIALS,TARGET DEMOGRAPHIC,EVENT COST,NEAREST AIRPORT,SECONDARY AIRPORT,MILES TO NEAREST AIRPORT,MILES TO SECOND AIRPORT,MASS TRANSIT AVAILABLE,EVENT URL JUN 7 2020
Florida,Sarasota,South,South Atlantic,"SRQ, TPA","5, 55",May,Late May,St. Armand’s Seafood & Music Festival,,http://www.seafoodfestivals.com/S-25-St.+Armands+Seafood+%26+Music+Festival.html,http://www.seafoodfestivals.com/S-25-St.+Armands+Seafood+%26+Music+Festival.html,,Founded in 2017. 3rd annual in 2019.,,https://www.facebook.com/seafoodfestivalsdotcom/,"TASTEBUDS, A&E","While enjoying your meal and drinks, be serenaded by the captivating sounds of live musical performances on stage by some of Florida’s and the region’s top musical talents. Music will be from such genres and R&B, jazz, rock, reggae and Caribbean sounds. The final ‘seasoning’ will be a walk through a marketplace of arts and crafts, gourmet food items and specialty products.",YES,FREE/FEE,$0 event general (general admission).,,,GOOD,,,,,,,,,,,http://www.seafoodfestivals.com/S-25-St.+Armands+Seafood+%26+Music+Festival.html,TAS,10,FALL,,,,,,,,,,,,,,,,,http://www.seafoodfestivals.com/S-25-St.+Armands+Seafood+%26+Music+Festival.html
Florida,Siesta Key,South,South Atlantic,"SRQ, PGD","9, 54",Nov/Dec,Late Nov/Early Dec,Siesta Beach Seafood & Music Festival,,http://www.seafoodfestivals.com/S-28-Siesta+Beach+Seafood+%26+Music+Festival.html,http://www.seafoodfestivals.com/S-28-Siesta+Beach+Seafood+%26+Music+Festival.html,,Founded in 2017. 3rd annual in 2019.,,https://www.facebook.com/seafoodfestivalsdotcom/,"TASTEBUDS, A&E","While savoring your meal, relax to some of Florida’s top musical groups from genres such as R&B, blues, jazz, rock and Caribbean sounds.",YES,FEE,$5 event general (general admission). $75 event premium (VIP tent).,http://www.seafoodfestivals.com/S-28-Siesta+Beach+Seafood+%26+Music+Festival.html,,GOOD,,,,,,,,,,,http://www.seafoodfestivals.com/S-28-Siesta+Beach+Seafood+%26+Music+Festival.html,TAS,4,SPRING,,,,,,,,,,,,,,,,,http://www.seafoodfestivals.com/S-28-Siesta+Beach+Seafood+%26+Music+Festival.html
Florida,St. Pete,South,South Atlantic,"PIE, TPA","13, 20",TBD,TBD,Yoga Fun Day,,https://www.yogafunday.com/yoga-fun-day-st-pete/,https://www.yogafunday.com/yoga-fun-day-st-pete/,,Founded in 2016.,,https://www.facebook.com/yogafundays/,ACTIVE,"Yoga Fun Day Satellite Beach is a TWO DAY yoga festival.Over 40+ Classes/Workshops, Vendor Village, Kids Zone, and more! You get to choose from beginner, intermediate and advanced in yoga, dance and meditation. We also have kids classes. Kids under 12 are FREE! Amazing and Fun Workshops for your Mind, Body and Soul.",YES,FEE,Information coming soon,https://www.yogafunday.com/buy-tickets/,,GOOD,yogafunday@gmail.com,yogafunday.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.yogafunday.com/yoga-fun-day-st-pete/
Florida,St. Peterburg,South,South Atlantic,"PIE, TPA","13, 20",Nov,Mid Nov,Ribfest,"Food, Music Festival",https://ribfest.org/,https://ribfest.org/,,30th anniversary in 2018.,,https://www.facebook.com/Ribfest-81997283877/,"TASTEBUDS, A&E",3-day event featuring the best BBQ ribbers in the world and live entertainment.,YES,FEE,"At the gates – Friday $5, Saturday $20, Sunday $20. Children 12 and Under admitted free when accompanied by an adult.",https://ribfest.org/tickets/general-ticket-information/,,FAIR,"LOCALE Market, Grand Central District","https://localegourmetmarket.com/, http://www.grandcentraldistrict.org/","Tarpon Springs Historical Museum, Morean Arts Center, Dunedin Historical Museum","http://tarponspringsareahistoricalsociety.org/, http://www.moreanartscenter.org/, https://www.dunedinmuseum.org/","Sunken Gardens, Boyd Hill Nature Preserve, Fort De Soto Park, Egmont Key National Wildlife Refuge","http://www.stpete.org/attractions/sunken_gardens/index.php, http://www.stpeteparksrec.org/boyd-hill-nature-preserve.html, http://www.pinellascounty.org/park/05_ft_desoto.htm#beachparking, https://www.fws.gov/refuge/Egmont_Key/","The Dali Museum, John's Pass (shops & dining), Great Explorations Children's Museum","https://thedali.org/, http://johnspassvillage.net/, https://greatex.org/",http://www.pinellascvb.com/staff-directory,"Holds the distinction of having the world’s first scheduled airline flight take off on January 1, 1914.",http://ribfest.org/how-to-sponsor/,TAS,3,WINTER,1/2/2018,,,,,press@ribfest.org,"(727) 528-3828, press@ribfest.org",,,,,,,,,,http://ribfest.org/how-to-sponsor/
Florida,St. Peterburg,South,South Atlantic,"PIE, TPA","13, 20",Nov,Mid Nov,Tampa Bay Times Festival of Reading,"Arts, Cultural Festival",http://www.tampabay.com/expos/festival-of-reading/,http://www.tampabay.com/expos/festival-of-reading/,https://www.tampabay.com/expos/festival-of-reading-schedule/,25th annual in 2018.,,,"LEARN, A&E",Gathering of readers and authors curated by the Tampa Bay Times book editor and marketing department.,YES,FREE,,http://www.tampabay.com/expos/festival-of-reading/,,GOOD,"LOCALE Market, Grand Central District","https://localegourmetmarket.com/, http://www.grandcentraldistrict.org/","Tarpon Springs Historical Museum, Morean Arts Center, Dunedin Historical Museum","http://tarponspringsareahistoricalsociety.org/, http://www.moreanartscenter.org/, https://www.dunedinmuseum.org/","Sunken Gardens, Boyd Hill Nature Preserve, Fort De Soto Park, Egmont Key National Wildlife Refuge","http://www.stpete.org/attractions/sunken_gardens/index.php, http://www.stpeteparksrec.org/boyd-hill-nature-preserve.html, http://www.pinellascounty.org/park/05_ft_desoto.htm#beachparking, https://www.fws.gov/refuge/Egmont_Key/","The Dali Museum, John's Pass (shops & dining), Great Explorations Children's Museum","https://thedali.org/, http://johnspassvillage.net/, https://greatex.org/",http://www.pinellascvb.com/staff-directory,"Holds the distinction of having the world’s first scheduled airline flight take off on January 1, 1914.",http://www.tampabay.com/expos/festival-of-reading/,LEA,1,WINTER,1/2/2018,,,,Lara Shelton,timesfestivalofreading@gmail.com,"(727) 421-4141, timesfestivalofreading@gmail.com",,,,,,,,,,http://www.tampabay.com/expos/festival-of-reading/
Florida,Sunrise,South,South Atlantic,"FLL, MIA","8, 33",Apr,Late Apr,Monster Energy Fort Rock,Music/Rock,https://fortrockfestival.com/,https://fortrockfestival.com/,,Press shows event at least back to 2015.,,https://www.facebook.com/FortRockFestival/,A&E,"South Florida’s Biggest Rock Experience, featuring top artists performing on two stages over the 2-day festival.",YES,FEE,Weekend General Admission: $99.50 + fees. Weekend VIP: $299.00 + fees. Single Day General Admission: $75.00 + fees. Single Day VIP: $175.00 + fees.,https://fortrockfestival.com/tickets,https://fortrockfestival.com/info/https://www.monsterenergy.com/events/monster-energy-fort-rock,GOOD,,,,,,,,,,,https://fortrockfestival.com/,A&E,1,WINTER,,,,,,partnerships@dannywimmerpresents.com,"info@dwpresents.com, 310.307.3220, Contact form on website, info@fortrockfestival.com, partnerships@dannywimmerpresents.com",,,,,,,,,,https://fortrockfestival.com/
Florida,Talllahassee,South,South Atlantic,TLH,7,Apr,Early Apr,Springtime Tallahassee,Community,http://www.springtimetallahassee.com/,http://www.springtimetallahassee.com/about/,http://www.springtimetallahassee.com/events/,51st annual in 2019 per FB.,"https://www.google.com/search?q=springtime+tallahassee+reviews&oq=springtime+tallahassee+reviews&aqs=chrome..69i57.4562j0j7&sourceid=chrome&ie=UTF-8#lrd=0x88ec5f8c00000001:0x4fa4e3e68b41f1f0,1,,,",https://www.facebook.com/springtimetallahasseefestival/,A&E,"Experience true Southern hospitality with one of the largest and most celebrated parades in the southeast. Event also features entertainment, food and more.",YES,FREE,The Springtime Tallahassee Festival is a FREE community event open to the public!,https://www.springtimetallahassee.com/events/,https://www.springtimetallahassee.com/visitor-information/,GOOD,,,,,,,,,,,http://www.springtimetallahassee.com/,A&E,7,SUMMER,"12/8/2016, 2/13/2017, 11/1/2017",,,,"Jennifer Naff (ED), Blake Moore (Event Dir)",staff@springtimetallahassee.com,"(850)224-5012, Staff@springtimetallahassee.com",,,,,,,,,,http://www.springtimetallahassee.com/
Florida,Tampa,South,South Atlantic,"TPA, PIE","8, 17",Feb,Mid Feb,"Beer, Bourbon & BBQ Festival",,https://tampa.beerandbourbon.com/,https://tampa.beerandbourbon.com/,https://tampa.beerandbourbon.com/faq/,Founded in 2015. 5th annual in 2019.,,https://www.facebook.com/BeerBourbonBBQ/,TASTEBUDS,"Get ready to enjoy all those pleasures that true Southerners live by - Beer, Bourbon, Barbeque, Boots, Bacon, Biscuits,Bluegrass and Smoked Beasts! It's two great days of beer sippin', bourbon tastin', music listenin', cigar smokin', and barbeque eatin'.",NO,FEE,$30 event general (general admission). $75-$225 event premium (VIP admission).,http://www.beerandbourbon.com/tampa-fl/show,https://www.drinkeatrelax.com/shop-category/2118,GOOD,,,,,,,,,,,http://www.beerandbourbon.com/tampa-fl/show,TAS,10,FALL,,,,,,,,,,,,,,,,,http://www.beerandbourbon.com/tampa-fl/show
Florida,Tampa,South,South Atlantic,"TPA, PIE","8, 17",Mar,Mid Mar,Gasparilla Music Festival,Music Festival,https://gasparillamusic.com/,https://gasparillamusic.com/,https://gasparillamusic.com/frequently-asked-questions/,Founded in 2011.,,https://www.facebook.com/gasparillamusicfestival,A&E,Community-funded festival celebrating the arts in Tampa Bay by showcasing diverse local acts alongside nationally recognized headliners.,YES,FEE,2-Day Early Bird/Advance GA: $40/$60. Single Day Saturday Advance GA: $40. Single Day Sunday Advance GA: $30. Single Day Saturday Advance VIP: $150. Single Day Sunday Advance VIP: $100. Children 12 years of age and under gain FREE admission.,https://gasparillamusic.com/frequently-asked-questions/,,GOOD,"The Hall on Franklin, Big Ray's Fish Camp, Florida Beer Co.","https://thehallonfranklin.com/, http://www.bigraysfishcamp.com/, https://www.floridabeer.com/","Tampa Bay History Center, Big Cat Rescue, Ybor City Museum","https://www.tampabayhistorycenter.org/, https://bigcatrescue.org/, http://www.ybormuseum.org/","Lettuce Lake Park, Manatee Viewing Center, USF Botanical Gardens","http://hillsboroughcounty.org/locations/lettuce-lake-park, https://www.tampaelectric.com/company/mvc/, http://gardens.usf.edu/visit/","Florida Aquarium, ZooTampa at Lowry Park, Skipper's Smokehouse (live music and food venue)","http://www.flaquarium.org/, https://zootampa.org/, https://www.skipperssmokehouse.com/",https://www.visittampabay.com/about/staff/,"In 1914, the world’s first scheduled passenger flight landed in Tampa. It originated just across the Bay in St. Petersburg.",https://gasparillamusic.com/,A&E,9,SUMMER,1/2/2018,,,,,"sponsors@gasparillamusic.com, info@gasparillamusic.com","(813) 708-8423, sponsors@gasparillamusic.com, info@gasparillamusic.com",,,,,,,,,,https://gasparillamusic.com/
Florida,Tampa,South,South Atlantic,"TPA, PIE","8, 17",Jan & Mar,Late Jan,Gasparilla Pirate Fest,Music,http://gasparillapiratefest.com/main-festival/,http://gasparillapiratefest.com/main-festival/,http://gasparillapiratefest.com/main-festival/fact-sheet/,Over 100 years of history in Tampa Bay.,,https://www.facebook.com/GasparillaPirateFest,A&E,Fun and high adventure at pirate-themed community festival.,YES,FREE,,http://gasparillapiratefest.com/main-festival/fact-sheet/,,FAIR,"The Hall on Franklin, Big Ray's Fish Camp, Florida Beer Co.","https://thehallonfranklin.com/, http://www.bigraysfishcamp.com/, https://www.floridabeer.com/","Tampa Bay History Center, Big Cat Rescue, Ybor City Museum","https://www.tampabayhistorycenter.org/, https://bigcatrescue.org/, http://www.ybormuseum.org/","Lettuce Lake Park, Manatee Viewing Center, USF Botanical Gardens","http://hillsboroughcounty.org/locations/lettuce-lake-park, https://www.tampaelectric.com/company/mvc/, http://gardens.usf.edu/visit/","Florida Aquarium, ZooTampa at Lowry Park, Skipper's Smokehouse (live music and food venue)","http://www.flaquarium.org/, https://zootampa.org/, https://www.skipperssmokehouse.com/",https://www.visittampabay.com/about/staff/,"In 1914, the world’s first scheduled passenger flight landed in Tampa. It originated just across the Bay in St. Petersburg.",http://gasparillapiratefest.com/,A&E,1,WINTER,2/28/2018,2/28/2018,,Referred by John Moors of Dade City Chamber of Commerce,EventFest Inc of Tampa,,"office@ymkg@com, DonB@YMKG.com, 813-251-3378, 813-251-3378 (EventFest Sponsor Inquiry)",,,,,,,,,,http://gasparillapiratefest.com/main-festival/
Florida,Tampa,South,South Atlantic,"TPA, SRQ","8, 59",Nov,Early/Mid Nov,Tampa Am,,https://skateparkoftampa.com/spot/tampaam.aspx,https://skateparkoftampa.com/spot/tampaam.aspx,https://skateparkoftampa.com/spot/tampaam-about.aspx,Founded in 1995. 25th annual in 2018.,,https://www.facebook.com/spottampa,ACTIVE,Open to premier amateurs and skaters with a top 10 finish in a 2018 Damn,YES,FEE,$5 - $30 event general (general admission + weekend pass). $80 event premium (VIP tickets).,https://skateparkoftampa.com/tickets,https://skateparkoftampa.com/spot/a.aspx?ID=3704,GOOD,,,,,,,,,,,https://skateparkoftampa.com/spot/tampaam.aspx,ACT,6,SPRING,,,,,,,connect@skateparkoftampa.com,,,,,,,,,,https://skateparkoftampa.com/spot/tampaam.aspx
Florida,Tampa,South,South Atlantic,"TPA, PIE","8, 17",Apr,Late Apr,Tampa Bay Seafood & Music Festival,,http://www.seafoodfestivals.com/S-54-Tampa+Bay+Seafood+%26+Music+Festival.html,http://www.seafoodfestivals.com/S-54-Tampa+Bay+Seafood+%26+Music+Festival.html,,Founded in 2018. 2nd annual in 2019.,,https://www.facebook.com/seafoodfestivalsdotcom/,"TASTEBUDS, A&E","The event will be a unique blending of food, music and visual entertainment. Enjoy menus of delectable foods all cooked onsite including such ingredients as mahi mahi, stone crabs and grouper, all using local and sustainable ocean resources. Meat and vegetarian entrees also are offered, along with a diverse list of side dishes and desserts. Both alcoholic and non-alcoholic drinks are offered.",YES,FEE,$5 event general (general admission). $75 event premium (VIP tent).,http://www.seafoodfestivals.com/S-54-Tampa+Bay+Seafood+%26+Music+Festival.html,,GOOD,,,,,,,,,,,http://www.seafoodfestivals.com/S-54-Tampa+Bay+Seafood+%26+Music+Festival.html,TAS,11,FALL,,,,,,,,,,,,,,,,,http://www.seafoodfestivals.com/S-54-Tampa+Bay+Seafood+%26+Music+Festival.html
Florida,Tampa Bay,South,South Atlantic,"TPA, PIE","10, 15",Jan,Mid Jan,Tampa Bay Black Heritage Festival & Music Fest,"Arts, Cultural, Heritage Based, Music Festival",http://tampablackheritage.org/,http://tampablackheritage.org/,https://tampablackheritage.org/your-government/,19th annual in 2019.,,https://www.facebook.com/TBBHF,"A&E, LEARN","Host to a variety of family-friendly activities that include an engaging Children’s Village, Free Health Screening, food vendors, local/regional musical entertainment, giveaways and much more.",YES,FEE,"Advanced tickets for the 2-Day Music Fest are $10 for BOTH days or $7 per person for groups of 5 or more (sale ends January 11th). Onsite fee for the Music Fest is $10 per person, each day. Children 10 and under are free.",https://tampablackheritage.org/faq/,,GOOD,"The Hall on Franklin, Big Ray's Fish Camp, Florida Beer Co.","https://thehallonfranklin.com/, http://www.bigraysfishcamp.com/, https://www.floridabeer.com/","Tampa Bay History Center, Big Cat Rescue, Ybor City Museum","https://www.tampabayhistorycenter.org/, https://bigcatrescue.org/, http://www.ybormuseum.org/","Lettuce Lake Park, Manatee Viewing Center, USF Botanical Gardens","http://hillsboroughcounty.org/locations/lettuce-lake-park, https://www.tampaelectric.com/company/mvc/, http://gardens.usf.edu/visit/","Florida Aquarium, ZooTampa at Lowry Park, Skipper's Smokehouse (live music and food venue)","http://www.flaquarium.org/, https://zootampa.org/, https://www.skipperssmokehouse.com/",https://www.visittampabay.com/about/staff/,"In 1914, the world’s first scheduled passenger flight landed in Tampa. It originated just across the Bay in St. Petersburg.",http://tampablackheritage.org/,A&E,4,SPRING,1/2/2018,,PENDING,,Connie Hicks (Sponsorship),"sponsorship@tampablackheritage.org, conniehicks38@gmail.com","813-218-3320, 1.888.224.1733 ext. 3143, (813) 507-1362 - sponsorship, programs@tampablackheritage.org, sponsorship@tampablackheritage.org, conniehicks38@gmail.com",,,,,,,,,,http://tampablackheritage.org/
Florida,Treasure Island,South,South Atlantic,"TPA, SRQ","27, 38",Nov,Mid Nov,Veterans Day Kite Festival,,https://www.floridawindworks.com/,https://www.floridawindworks.com/,,,,,,"Two-day Kite Festival dedicated to US Veterans. This is a family oriented, free event. Kite lessons, kite demos, public kite flying. Free kite making for kids under 10. Bring your own kite or buy one at the Festival. Located behind the Thunderbird Beach Resort. Sponsored by the local kite store, Windworks.",,,,,,POOR,,,,,,,,,,,https://www.floridawindworks.com/,,12,FALL,,,,,,,,,,,,,,,,,https://www.floridawindworks.com/
Florida,Venice,South,South Atlantic,"SRQ, PGD","28, 40",Nov,Early/Mid Nov,Chalk Festival,"Arts, Cultural Festival",https://chalkfestival.org/,https://chalkfestival.org/,https://chalkfestival.org/about,Started in 2010.,,https://www.facebook.com/ChalkFestival/,A&E,Event featuring the most 3D pavement paintings ever created in one location.,YES,FEE,$25 Adult 4-day unlimited pass. $5-$15 single day adult admission. Free for children 12 and under. $22.50 discounted 4-day pass.,https://chalkfestival.org/about/faqs,https://www.eventbrite.com/e/chalk-festival-pre-sale-discounted-4-day-pass-tickets-40033582523,GOOD,"Made in Italy, Café Venice Restaurant & Wine Bar, Venice Wine & Coffee Company","http://madeinitaly-venice.com/, https://www.daiquirideckvenice.com/, http://www.venicewineandcoffeecompany.com/","Venice Museum & Archives, Historic Venice Train Depot","http://www.venicemuseum.org/, http://www.veniceareahistoricalsociety.org/","Oscar Scherer State Park, Shamrock Park & Nature Center","https://www.floridastateparks.org/park/Oscar-Scherer, https://www.visitsarasota.com/parks/shamrock-park-and-nature-center","Venice Art Center, Daiquiri Deck","http://veniceartcenter.com/, https://www.daiquirideckvenice.com/",https://www.visitsarasota.com/vsc-staff,"Known as the ""Shark Tooth Capita of the World.""",https://chalkfestival.org/contact-us,A&E,6,SPRING,1/2/2018,,YES,1/2/18 Denise replied and said she would provide info to participate,Denise Kowal (Founder/Chalk Festival Chair),denise@chalkfestival.org,"(941) 488-8877, participate@chalkfestival.com, denise@chalkfestival.org",YES,,,,,,,,,https://chalkfestival.org/
Florida,Venice,South,South Atlantic,"SRQ, PGD","28, 40",Mar,Mid/Late Mar,Venice Book Fair,"Arts, Cultural Festival",http://www.venicebookfair.com/,http://www.venicebookfair.com/,http://venicebookfair.com/events/,8th annual in 2019.,,https://www.facebook.com/veniceheritage.org/,"LEARN, A&E","A unique event, featuring writing and publishing workshops and book signings from local and national authors.",YES,FREE,,http://venicebookfair.com/,,FAIR,"Made in Italy, Café Venice Restaurant & Wine Bar, Venice Wine & Coffee Company","http://madeinitaly-venice.com/, https://www.daiquirideckvenice.com/, http://www.venicewineandcoffeecompany.com/","Venice Museum & Archives, Historic Venice Train Depot","http://www.venicemuseum.org/, http://www.veniceareahistoricalsociety.org/","Oscar Scherer State Park, Shamrock Park & Nature Center","https://www.floridastateparks.org/park/Oscar-Scherer, https://www.visitsarasota.com/parks/shamrock-park-and-nature-center","Venice Art Center, Daiquiri Deck","http://veniceartcenter.com/, https://www.daiquirideckvenice.com/",https://www.visitsarasota.com/vsc-staff,"Known as the ""Shark Tooth Capita of the World.""",http://www.venicebookfair.com/,LEA,10,FALL,"1/2/2018, 4/2/2018",4/3/2018,YES,4/3/18 Pamela agreed to participate if I do the initial set up for them and gave Camille as contact; 4/2/18 Pamela asked if we could just use website and I asked her to compromise if we set up the main parts of listing,"Camille Cline (referred by Pam to help LTD), Pam Johnson (Venice Book Fair Committee Member)",cncliterary@comcast.net,"info@venicebookfair.com, pamj18@msn.com, cncliterary@comcast.net",,,,,,,,,,http://www.venicebookfair.com/
Florida,Venice,South,South Atlantic,"SRQ, PGD","28, 40",May,Early May,Venice Seafood & Music Festival,,http://www.seafoodfestivals.com/S-50-Venice+Seafood+%26+Music+Festival.html,http://www.seafoodfestivals.com/S-50-Venice+Seafood+%26+Music+Festival.html,,Founded in 2017. 3rd annual in 2019.,,https://www.facebook.com/seafoodfestivalsdotcom/,"TASTEBUDS, A&E","While enjoying your meal and drinks, enjoy the captivating sounds of live musical performances on stage by some of Florida’s and the region’s top musical talents. Performers for 2019 will be listed on the site as the event date nears. Also enjoy a marketplace of arts and crafts, gourmet food items and specialty products.",YES,FREE,$0 event general. (general admission).,,,GOOD,,,,,,,,,,,http://www.seafoodfestivals.com/S-50-Venice+Seafood+%26+Music+Festival.html,TAS,1,WINTER,,,,,,,,,,,,,,,,,http://www.seafoodfestivals.com/S-50-Venice+Seafood+%26+Music+Festival.html
Florida,West Palm Beach,South,South Atlantic,"PBI, FLL","5, 51",Mar,Early Mar,RAINBOWpalooza,,https://rainbowpalooza.com/,https://rainbowpalooza.com/,,Founded in 2018. 2nd annual in 2019.,,https://www.facebook.com/rainbowpalooza/,A&E,RAINBOWpalooza is a Children's Art & Music Festival for the whole family to enjoy together.,YES,FEE,$15 event general (general admission + early bird discounts + kids discounts + kids under 3 free).,https://rainbowpalooza.com/tickets,https://www.eventbrite.com/e/rainbowpalooza-2019-tickets-52451864940?aff=ebdssbdestsearch#tickets,GOOD,,,,,,,,,,,https://rainbowpalooza.com/,A&E,11,FALL,,,,,,,,,,,,,,,,,https://rainbowpalooza.com/
Georgia,(Brunswick to Barnesville route) Along Highway 341,South,South Atlantic,"BQK, JAX","10, 61",Mar,Early/Mid Mar,Peaches to the Beaches Annual Yard Sale,Community,http://www.peachestothebeaches.com/,http://www.peachestothebeaches.com/,http://www.explorehwy341.org/peaches-to-the-beaches.html,Established in 2005.,,https://www.facebook.com/peachestothebeachesyardsale/,A&E,Over 200 mile yard sale featuring official vendors selling everything from antiques and locally crafted items to food and the traditional yard sale fare.,YES,FREE,,http://www.explorehwy341.org/event-map.html,http://www.explorehwy341.org/peaches-to-the-beaches.html,FAIR,,,,,,,,,,,http://www.peachestothebeaches.com/,A&E,6,SPRING,"10/24/2016, 11/30/2016, 2/13/2017, 11/1/2017",,,1/7/18 ssmeltzer@ email couldn't be found,"GIPA Board Jim Sewell (Hazlehurst-Jeff Davis Tourism Board), Sandi Smeltzer (Perry GA CVB), Paula Anderson (Telfair County Chamber of Commerce)",,"hjdtour@bellsouth.net, ssmeltzer@perryga.com, rogers@telfairco.org, (912) 209-8805 (Jim S.), (478) 988-8000 (Sandi S.), (229) 868-6365 (Paula A.)",,,,,,,,,,http://www.peachestothebeaches.com/
Georgia,Athens,South,South Atlantic,"AHN, ATL","4, 82",Feb,Early Feb,Athens Wine Weekend,,https://classiccenter.com/312/Athens-Wine-Weekend,https://classiccenter.com/312/Athens-Wine-Weekend,https://classiccenter.com/314/Schedule,Founded in 2010. 10th annual in 2019.,,Not Found,"TASTEBUDS, A&E","This treat for the senses features seminars with wine experts, a Grand Tasting showcasing wines from around the world, and a gourmet seven-course meal with multiple wine pairings. A wonderful weekend for the aficionado and novice wine lover alike.",NO,FEE,$XX event general (range of prices for differrent events).,http://classiccenter.com/314/Schedule,,POOR,706-357-4444,classiccenter.com/312/Athens-Wine-Weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://classiccenter.com/312/Athens-Wine-Weekend
Georgia,Atlanta,South,South Atlantic,ATL,10,Apr,Early Apr,"Argentina Food, Wine and Culture Festival",,https://argfoodfest.com/,https://argfoodfest.com/,https://argfoodfest.com/about-us/,Founded in 2017. 3rd annual in 2019.,,https://www.facebook.com/ARGFOODFEST/,"TASTEBUDS, LEARN","We invite you to join us for a celebration of diversity to dazzle your senses with fantastic dishes, music, dances and great wines from the greatest regions of Argentina.",YES,FEE,$16-$85 event general.,https://argfoodfest.com/#,https://events.ajc.com/event/-argentina-food-wine-and-culture-festival-rd-edition-ko8pszk28b,GOOD,,,,,,,,,,,https://argfoodfest.com/,TAS,5,SPRING,,,,,,,,,,,,,,,,,https://argfoodfest.com/
Georgia,Atlanta,South,South Atlantic,ATL,10,Oct,Early Oct,Atlanta Black Theatre Festival,Arts Festival,http://www.atlantabtf.org/,http://www.atlantabtf.org/,https://atlantabtf.org/black-theatre,Launched October 2012.,,https://www.facebook.com/AtlantaBTF/,"A&E, LEARN","Platform in which 100+ local, national and internantional playwrights have self-produced their original works in Atlanta.",YES,FEE,Individual tickets and multi-access passes are available 24/7 online. Prices vary by activity. $109-$200 for Access Passes.,https://www.eventbrite.com/o/2018-atlanta-black-theatre-festival-4420845805,https://10daysofsoloplays.godaddysites.com/faqs,GOOD,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://www.atlantabtf.org/,A&E,11,FALL,"11/3/2015, 2/11/2016",,YES,Spoke to Toni on the phone; she inquired if I was working with the visitor's bureau,Toni Henson,asktoni@yahoo.com,"1-470-251-2283, asktoni@yahoo.com",,,,,,,,,,http://www.atlantabtf.org/
